Experiment	GeneId	Transcript	Expression	Feature_type	Feature	Index	Length	Start	End
ALL	ENSG00000272662.1	ENST00000609598.1	0.060001985048514034	Transcript					
ALL	ENSG00000276573.1	ENST00000613261.1	0.8799914970163208	Transcript					
ALL	ENSG00000132825.6	ENST00000370996.4	0.43001201741405454	Transcript					
ALL	ENSG00000132825.6	ENST00000370996.4	0.43001201741405454	Pfam	PF03370	1	105	172	277
ALL	ENSG00000261488.1	ENST00000563632.1	0.12999648446658976	Transcript					
ALL	ENSG00000278886.1	ENST00000623639.1	0.29000180360945776	Transcript					
ALL	ENSG00000261685.2	ENST00000563424.2	0.0800019247705772	Transcript					
ALL	ENSG00000173088.12	ENST00000618242.1	0.04999854862398112	Transcript					
ALL	ENSG00000233665.8	ENST00000428825.8	0.0800019247705772	Transcript					
ALL	ENSG00000120656.11	ENST00000373824.8	5.5099460354040275	Transcript					
ALL	ENSG00000120656.11	ENST00000373824.8	5.5099460354040275	Pfam	PF03847	1	67	59	126
ALL	ENSG00000225873.1	ENST00000416124.1	0.33998968423545123	Transcript					
ALL	ENSG00000240474.3	ENST00000470786.3	0.33998968423545123	Transcript					
ALL	ENSG00000261204.1	ENST00000564240.1	0.0700018290491679	Transcript					
ALL	ENSG00000280434.1	ENST00000624919.1	0.04999854862398112	Transcript					
ALL	ENSG00000220583.1	ENST00000402419.1	0.23000564311170585	Transcript					
ALL	ENSG00000187068.2	ENST00000335012.2	0.029999741597562815	Transcript					
ALL	ENSG00000237668.1	ENST00000413110.1	0.2099978202342263	Transcript					
ALL	ENSG00000141858.11	ENST00000533683.6	12.609905814615953	Transcript					
ALL	ENSG00000141858.11	ENST00000533683.6	12.609905814615953	Pfam	PF00536	1	56	355	411
ALL	ENSG00000267364.1	ENST00000585387.1	0.12999648446658976	Transcript					
ALL	ENSG00000254420.1	ENST00000534168.1	0.9999708770490777	Transcript					
ALL	ENSG00000279491.1	ENST00000623785.1	0.3899890203948566	Transcript					
ALL	ENSG00000269136.1	ENST00000594224.1	0.10999757015245683	Transcript					
ALL	ENSG00000242208.1	ENST00000482972.1	0.009999639102394372	Transcript					
ALL	ENSG00000181541.5	ENST00000317605.5	0.060001985048514034	Transcript					
ALL	ENSG00000181541.5	ENST00000317605.5	0.060001985048514034	Pfam	PF03281	1	284	62	346
ALL	ENSG00000217929.3	ENST00000406017.3	0.029999741597562815	Transcript					
ALL	ENSG00000214455.4	ENST00000398357.2	1.7399804468410416	Transcript					
ALL	ENSG00000107551.20	ENST00000340258.9	0.9599944472116857	Transcript					
ALL	ENSG00000107551.20	ENST00000340258.9	0.9599944472116857	Pfam	PF00788	1	81	178	259
ALL	ENSG00000267325.1	ENST00000587320.1	0.14000321863040419	Transcript					
ALL	ENSG00000131067.16	ENST00000336431.9	0.2700066202855875	Transcript					
ALL	ENSG00000131067.16	ENST00000336431.9	0.2700066202855875	Pfam	PF01019	1	498	155	653
ALL	ENSG00000248401.2	ENST00000450559.3	0.04999854862398112	Transcript					
ALL	ENSG00000005513.9	ENST00000293894.3	0.09999809593774907	Transcript					
ALL	ENSG00000005513.9	ENST00000293894.3	0.09999809593774907	Pfam	PF12444	1	82	7	89
ALL	ENSG00000005513.9	ENST00000293894.3	0.09999809593774907	Pfam	PF00505	1	68	102	170
ALL	ENSG00000217241.1	ENST00000402326.1	0.12000176527428984	Transcript					
ALL	ENSG00000235865.2	ENST00000414544.1	0.09999809593774907	Transcript					
ALL	ENSG00000276931.1	ENST00000620075.1	0.29000180360945776	Transcript					
ALL	ENSG00000171206.13	ENST00000302424.11	33.01972749102024	Transcript					
ALL	ENSG00000171206.13	ENST00000302424.11	33.01972749102024	Pfam	PF15227	1	40	15	55
ALL	ENSG00000171206.13	ENST00000302424.11	33.01972749102024	Prosite	PS00518	1	9	30	39
ALL	ENSG00000266208.1	ENST00000578774.1	0.3899890203948566	Transcript					
ALL	ENSG00000257663.1	ENST00000550301.1	10.610082966317425	Transcript					
ALL	ENSG00000183828.14	ENST00000392568.6	3.330103083522196	Transcript					
ALL	ENSG00000183828.14	ENST00000392568.6	3.330103083522196	Pfam	PF00293	1	161	40	201
ALL	ENSG00000272791.1	ENST00000609434.1	0.5000060742414588	Transcript					
ALL	ENSG00000077147.14	ENST00000371142.8	24.329600119720435	Transcript					
ALL	ENSG00000077147.14	ENST00000371142.8	24.329600119720435	Pfam	PF02990	1	489	57	546
ALL	ENSG00000278637.1	ENST00000617569.1	1.3199721036446743	Transcript					
ALL	ENSG00000278637.1	ENST00000617569.1	1.3199721036446743	Pfam	PF00125	1	66	28	94
ALL	ENSG00000278637.1	ENST00000617569.1	1.3199721036446743	Prosite	PS00047	1	4	15	19
ALL	ENSG00000237641.1	ENST00000452854.1	0.5200161508304486	Transcript					
ALL	ENSG00000268049.1	ENST00000599952.1	3.2699279931526175	Transcript					
ALL	ENSG00000273014.1	ENST00000609151.1	2.969899907095171	Transcript					
ALL	ENSG00000213394.3	ENST00000428316.1	0.029999741597562815	Transcript					
ALL	ENSG00000240436.1	ENST00000469402.1	0.3899890203948566	Transcript					
ALL	ENSG00000257365.7	ENST00000246166.2	1.600029621312606	Transcript					
ALL	ENSG00000257365.7	ENST00000246166.2	1.600029621312606	Pfam	PF13249	1	111	129	240
ALL	ENSG00000257365.7	ENST00000246166.2	1.600029621312606	Pfam	PF00432	1	42	269	311
ALL	ENSG00000257365.7	ENST00000246166.2	1.600029621312606	Pfam	PF00432	1	42	331	373
ALL	ENSG00000234369.1	ENST00000414123.1	0.43001201741405454	Transcript					
ALL	ENSG00000204366.3	ENST00000375527.2	0.6400016608422577	Transcript					
ALL	ENSG00000204366.3	ENST00000375527.2	0.6400016608422577	Pfam	PF00651	1	102	23	125
ALL	ENSG00000204366.3	ENST00000375527.2	0.6400016608422577	Pfam	PF00096	1	23	415	438
ALL	ENSG00000204366.3	ENST00000375527.2	0.6400016608422577	Pfam	PF00096	1	22	387	409
ALL	ENSG00000204366.3	ENST00000375527.2	0.6400016608422577	Pfam	PF00096	1	22	359	381
ALL	ENSG00000204366.3	ENST00000375527.2	0.6400016608422577	Prosite	PS00028	1	21	335	356
ALL	ENSG00000204366.3	ENST00000375527.2	0.6400016608422577	Prosite	PS00028	1	20	389	409
ALL	ENSG00000204366.3	ENST00000375527.2	0.6400016608422577	Prosite	PS00028	1	20	361	381
ALL	ENSG00000204366.3	ENST00000375527.2	0.6400016608422577	Prosite	PS00028	1	21	417	438
ALL	ENSG00000276116.2	ENST00000621019.2	0.29000180360945776	Transcript					
ALL	ENSG00000256975.1	ENST00000545710.1	0.009999639102394372	Transcript					
ALL	ENSG00000102978.12	ENST00000219252.9	12.770003621952688	Transcript					
ALL	ENSG00000102978.12	ENST00000219252.9	12.770003621952688	Pfam	PF01193	1	236	20	256
ALL	ENSG00000102978.12	ENST00000219252.9	12.770003621952688	Pfam	PF01000	1	127	50	177
ALL	ENSG00000102978.12	ENST00000219252.9	12.770003621952688	Prosite	PS00446	1	40	32	72
ALL	ENSG00000124198.8	ENST00000371917.4	8.910078188525803	Transcript					
ALL	ENSG00000124198.8	ENST00000371917.4	8.910078188525803	Pfam	PF01369	1	185	641	826
ALL	ENSG00000124198.8	ENST00000371917.4	8.910078188525803	Pfam	PF09324	1	83	1166	1249
ALL	ENSG00000124198.8	ENST00000371917.4	8.910078188525803	Pfam	PF12783	1	161	369	530
ALL	ENSG00000267576.1	ENST00000586051.1	0.6200149910276705	Transcript					
ALL	ENSG00000067533.5	ENST00000366932.3	2.0699604470293678	Transcript					
ALL	ENSG00000067533.5	ENST00000366932.3	2.0699604470293678	Pfam	PF07890	1	124	91	215
ALL	ENSG00000237101.1	ENST00000420350.1	0.20000454105956791	Transcript					
ALL	ENSG00000164821.4	ENST00000297435.2	0.29000180360945776	Transcript					
ALL	ENSG00000164821.4	ENST00000297435.2	0.29000180360945776	Pfam	PF00879	1	51	1	52
ALL	ENSG00000164821.4	ENST00000297435.2	0.29000180360945776	Pfam	PF00323	1	28	65	93
ALL	ENSG00000164821.4	ENST00000297435.2	0.29000180360945776	Prosite	PS00269	1	28	65	93
ALL	ENSG00000280186.1	ENST00000622910.1	0.040000917377944104	Transcript					
ALL	ENSG00000160051.11	ENST00000537469.2	0.36000732113408934	Transcript					
ALL	ENSG00000180089.5	ENST00000327042.4	2.4299159290955012	Transcript					
ALL	ENSG00000180089.5	ENST00000327042.4	2.4299159290955012	Pfam	PF07947	1	169	47	216
ALL	ENSG00000158473.6	ENST00000368171.3	0.2399991561447902	Transcript					
ALL	ENSG00000158473.6	ENST00000368171.3	0.2399991561447902	Pfam	PF07654	1	66	221	287
ALL	ENSG00000181817.5	ENST00000315732.2	10.230175454598852	Transcript					
ALL	ENSG00000181817.5	ENST00000315732.2	10.230175454598852	Pfam	PF01423	1	62	21	83
ALL	ENSG00000188897.8	ENST00000598234.5	0.029999741597562815	Transcript					
ALL	ENSG00000188897.8	ENST00000598234.5	0.029999741597562815	Pfam	PF00094	1	147	2982	3129
ALL	ENSG00000188897.8	ENST00000598234.5	0.029999741597562815	Pfam	PF09172	1	290	591	881
ALL	ENSG00000188897.8	ENST00000598234.5	0.029999741597562815	Pfam	PF01347	1	535	15	550
ALL	ENSG00000280422.1	ENST00000624646.1	0.09999809593774907	Transcript					
ALL	ENSG00000241269.1	ENST00000342963.2	0.040000917377944104	Transcript					
ALL	ENSG00000270523.1	ENST00000605703.1	0.12000176527428984	Transcript					
ALL	ENSG00000271631.1	ENST00000605480.1	0.10999757015245683	Transcript					
ALL	ENSG00000271871.1	ENST00000607378.1	0.09999809593774907	Transcript					
ALL	ENSG00000274064.1	ENST00000617244.1	0.029999741597562815	Transcript					
ALL	ENSG00000232124.1	ENST00000437557.1	0.8200261054732233	Transcript					
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Transcript					
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13912	1	20	171	191
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13912	1	19	670	689
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	21	241	262
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	21	380	401
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	23	518	541
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	23	574	597
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	22	630	652
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	20	463	483
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	22	406	428
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	19	272	291
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	23	295	318
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	23	351	374
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	23	490	513
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	23	434	457
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	23	323	346
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	18	549	567
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF13465	1	24	602	626
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Pfam	PF01352	1	40	4	44
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	673	693
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	477	497
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	449	469
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	282	302
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	561	581
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	589	609
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	366	386
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	645	665
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	533	553
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	617	637
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	505	525
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	421	441
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	338	358
ALL	ENSG00000197044.10	ENST00000357901.4	0.8200261054732233	Prosite	PS00028	1	20	310	330
ALL	ENSG00000104885.17	ENST00000398665.7	19.779404174735223	Transcript					
ALL	ENSG00000104885.17	ENST00000398665.7	19.779404174735223	Pfam	PF08123	1	202	115	317
ALL	ENSG00000262877.4	ENST00000571724.3	0.5600106252108901	Transcript					
ALL	ENSG00000237704.1	ENST00000444413.1	0.019999517644104813	Transcript					
ALL	ENSG00000166685.11	ENST00000299886.8	3.960096915900356	Transcript					
ALL	ENSG00000166685.11	ENST00000299886.8	3.960096915900356	Pfam	PF08700	1	75	16	91
ALL	ENSG00000100294.12	ENST00000327555.5	2.969899907095171	Transcript					
ALL	ENSG00000100294.12	ENST00000327555.5	2.969899907095171	Pfam	PF00698	1	107	64	171
ALL	ENSG00000044446.11	ENST00000379942.4	4.470007605472439	Transcript					
ALL	ENSG00000044446.11	ENST00000379942.4	4.470007605472439	Pfam	PF00723	1	911	8	919
ALL	ENSG00000279212.1	ENST00000623958.1	0.029999741597562815	Transcript					
ALL	ENSG00000237603.1	ENST00000438745.1	0.6200149910276705	Transcript					
ALL	ENSG00000235319.1	ENST00000433219.1	0.18999410294428817	Transcript					
ALL	ENSG00000184924.5	ENST00000328379.5	11.279819721795118	Transcript					
ALL	ENSG00000184924.5	ENST00000328379.5	11.279819721795118	Pfam	PF01981	1	113	26	139
ALL	ENSG00000153989.7	ENST00000368494.3	10.339972766374792	Transcript					
ALL	ENSG00000153989.7	ENST00000368494.3	10.339972766374792	Pfam	PF01255	1	108	185	293
ALL	ENSG00000150667.6	ENST00000350221.3	0.0899993468124429	Transcript					
ALL	ENSG00000150667.6	ENST00000350221.3	0.0899993468124429	Pfam	PF15554	1	393	2	395
ALL	ENSG00000268849.5	ENST00000599104.1	0.18999410294428817	Transcript					
ALL	ENSG00000277675.1	ENST00000616609.1	0.8000143535812515	Transcript					
ALL	ENSG00000279022.1	ENST00000623431.1	0.04999854862398112	Transcript					
ALL	ENSG00000135940.6	ENST00000258424.2	98.1274794554925	Transcript					
ALL	ENSG00000135940.6	ENST00000258424.2	98.1274794554925	Pfam	PF01215	1	121	3	124
ALL	ENSG00000135940.6	ENST00000258424.2	98.1274794554925	Prosite	PS00848	1	22	100	122
ALL	ENSG00000230439.2	ENST00000433544.1	0.14000321863040419	Transcript					
ALL	ENSG00000273768.1	ENST00000615842.1	81.18730386553203	Transcript					
ALL	ENSG00000246859.2	ENST00000500779.2	0.5300059750860837	Transcript					
ALL	ENSG00000278514.1	ENST00000620171.1	0.09999809593774907	Transcript					
ALL	ENSG00000264954.1	ENST00000580942.1	0.14000321863040419	Transcript					
ALL	ENSG00000261773.1	ENST00000567614.1	0.40999706598981406	Transcript					
ALL	ENSG00000229368.1	ENST00000430222.1	0.25999607209761366	Transcript					
ALL	ENSG00000124766.5	ENST00000244745.2	75.85019476222993	Transcript					
ALL	ENSG00000124766.5	ENST00000244745.2	75.85019476222993	Pfam	PF00505	1	68	59	127
ALL	ENSG00000279342.1	ENST00000624557.1	1.0299683187947888	Transcript					
ALL	ENSG00000247193.2	ENST00000499292.2	0.04999854862398112	Transcript					
ALL	ENSG00000181631.6	ENST00000325602.5	0.1700037656548274	Transcript					
ALL	ENSG00000181631.6	ENST00000325602.5	0.1700037656548274	Pfam	PF00001	1	255	62	317
ALL	ENSG00000181631.6	ENST00000325602.5	0.1700037656548274	Prosite	PS00237	1	16	129	145
ALL	ENSG00000120075.5	ENST00000239151.5	0.009999639102394372	Transcript					
ALL	ENSG00000120075.5	ENST00000239151.5	0.009999639102394372	Pfam	PF00046	1	56	195	251
ALL	ENSG00000120075.5	ENST00000239151.5	0.009999639102394372	Prosite	PS00032	1	5	176	181
ALL	ENSG00000120075.5	ENST00000239151.5	0.009999639102394372	Prosite	PS00027	1	23	227	250
ALL	ENSG00000204620.3	ENST00000376775.3	0.8900016447412723	Transcript					
ALL	ENSG00000228369.2	ENST00000428794.1	0.0700018290491679	Transcript					
ALL	ENSG00000280392.1	ENST00000624987.1	0.1700037656548274	Transcript					
ALL	ENSG00000218073.1	ENST00000407522.1	0.49000172562105965	Transcript					
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Transcript					
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF01352	1	40	158	198
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF00096	1	21	346	367
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF13465	1	24	873	897
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF13465	1	24	761	785
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF13465	1	23	846	869
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF13465	1	25	817	842
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF13465	1	25	705	730
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF13465	1	23	902	925
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF13465	1	24	733	757
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF13465	1	23	471	494
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF13465	1	25	387	412
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF13465	1	24	415	439
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF13465	1	24	789	813
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Pfam	PF13465	1	23	444	467
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	721	741
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	833	853
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	749	769
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	861	881
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	375	395
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	431	451
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	403	423
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	459	479
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	347	367
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	917	937
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	777	797
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	805	825
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	693	713
ALL	ENSG00000205903.6	ENST00000382252.5	5.839937712396191	Prosite	PS00028	1	20	889	909
ALL	ENSG00000204978.2	ENST00000378187.2	0.04999854862398112	Transcript					
ALL	ENSG00000204978.2	ENST00000378187.2	0.04999854862398112	Pfam	PF15039	1	110	1	111
ALL	ENSG00000264853.1	ENST00000578539.1	0.7800030026030508	Transcript					
ALL	ENSG00000260081.1	ENST00000569906.1	0.04999854862398112	Transcript					
ALL	ENSG00000250751.1	ENST00000512720.1	0.04999854862398112	Transcript					
ALL	ENSG00000213281.4	ENST00000369535.4	29.110151465788544	Transcript					
ALL	ENSG00000213281.4	ENST00000369535.4	29.110151465788544	Pfam	PF00071	1	159	5	164
ALL	ENSG00000177791.11	ENST00000359322.4	0.019999517644104813	Transcript					
ALL	ENSG00000177791.11	ENST00000359322.4	0.019999517644104813	Pfam	PF05556	1	298	1	299
ALL	ENSG00000187080.7	ENST00000366480.3	0.060001985048514034	Transcript					
ALL	ENSG00000187080.7	ENST00000366480.3	0.060001985048514034	Pfam	PF13853	1	143	155	298
ALL	ENSG00000187080.7	ENST00000366480.3	0.060001985048514034	Prosite	PS00237	1	16	125	141
ALL	ENSG00000230793.1	ENST00000412207.1	0.029999741597562815	Transcript					
ALL	ENSG00000246982.6	ENST00000499560.2	0.43001201741405454	Transcript					
ALL	ENSG00000249492.1	ENST00000505645.1	0.12000176527428984	Transcript					
ALL	ENSG00000234546.2	ENST00000412639.2	0.15999636271947112	Transcript					
ALL	ENSG00000240524.2	ENST00000434404.2	0.029999741597562815	Transcript					
ALL	ENSG00000248696.1	ENST00000512440.1	0.0800019247705772	Transcript					
ALL	ENSG00000235272.1	ENST00000444122.1	2.9000999484507575	Transcript					
ALL	ENSG00000173163.10	ENST00000311832.5	4.949931539030087	Transcript					
ALL	ENSG00000173163.10	ENST00000311832.5	4.949931539030087	Pfam	PF07258	1	171	14	185
ALL	ENSG00000261609.3	ENST00000568107.2	0.6400016608422577	Transcript					
ALL	ENSG00000261609.3	ENST00000568107.2	0.6400016608422577	Pfam	PF07707	1	101	134	235
ALL	ENSG00000261609.3	ENST00000568107.2	0.6400016608422577	Pfam	PF00651	1	105	21	126
ALL	ENSG00000261609.3	ENST00000568107.2	0.6400016608422577	Pfam	PF01344	1	44	363	407
ALL	ENSG00000261609.3	ENST00000568107.2	0.6400016608422577	Pfam	PF01344	1	46	315	361
ALL	ENSG00000261609.3	ENST00000568107.2	0.6400016608422577	Pfam	PF01344	1	36	418	454
ALL	ENSG00000244720.1	ENST00000489836.1	0.1700037656548274	Transcript					
ALL	ENSG00000226318.1	ENST00000435889.1	0.18999410294428817	Transcript					
ALL	ENSG00000231466.2	ENST00000434827.1	0.940021767145367	Transcript					
ALL	ENSG00000144214.9	ENST00000308528.8	1.160025774459227	Transcript					
ALL	ENSG00000137414.5	ENST00000259963.3	9.670234120957543	Transcript					
ALL	ENSG00000137414.5	ENST00000259963.3	9.670234120957543	Pfam	PF06271	1	160	243	403
ALL	ENSG00000275506.1	ENST00000619270.1	1.9900093553412344	Transcript					
ALL	ENSG00000167994.11	ENST00000394836.6	0.37000229077762503	Transcript					
ALL	ENSG00000167994.11	ENST00000394836.6	0.37000229077762503	Pfam	PF06428	1	78	88	166
ALL	ENSG00000274093.1	ENST00000617574.1	1.3799872500586803	Transcript					
ALL	ENSG00000268798.1	ENST00000594262.1	1.1999699057263682	Transcript					
ALL	ENSG00000100731.15	ENST00000304743.6	4.519868643775464	Transcript					
ALL	ENSG00000100731.15	ENST00000304743.6	4.519868643775464	Pfam	PF05041	1	229	1780	2009
ALL	ENSG00000253785.1	ENST00000523057.1	0.14999785912328753	Transcript					
ALL	ENSG00000196468.7	ENST00000439435.2	0.5300059750860837	Transcript					
ALL	ENSG00000196468.7	ENST00000439435.2	0.5300059750860837	Pfam	PF00167	1	126	61	187
ALL	ENSG00000196468.7	ENST00000439435.2	0.5300059750860837	Prosite	PS00247	1	23	121	144
ALL	ENSG00000269894.1	ENST00000602411.1	0.37000229077762503	Transcript					
ALL	ENSG00000198168.8	ENST00000354193.4	4.010105743604311	Transcript					
ALL	ENSG00000164066.12	ENST00000335251.10	0.009999639102394372	Transcript					
ALL	ENSG00000026025.13	ENST00000224237.9	459.84277491657457	Transcript					
ALL	ENSG00000026025.13	ENST00000224237.9	459.84277491657457	Pfam	PF04732	1	94	7	101
ALL	ENSG00000026025.13	ENST00000224237.9	459.84277491657457	Pfam	PF00038	1	308	102	410
ALL	ENSG00000026025.13	ENST00000224237.9	459.84277491657457	Prosite	PS00226	1	8	397	405
ALL	ENSG00000272746.1	ENST00000610087.1	4.320104137719865	Transcript					
ALL	ENSG00000272356.1	ENST00000607434.1	0.5300059750860837	Transcript					
ALL	ENSG00000275234.1	ENST00000615487.1	0.0700018290491679	Transcript					
ALL	ENSG00000184923.12	ENST00000381707.6	0.319989942599089	Transcript					
ALL	ENSG00000184923.12	ENST00000381707.6	0.319989942599089	Pfam	PF12881	1	322	130	452
ALL	ENSG00000184923.12	ENST00000381707.6	0.319989942599089	Pfam	PF12882	1	128	707	835
ALL	ENSG00000184923.12	ENST00000381707.6	0.319989942599089	Pfam	PF12882	1	144	493	637
ALL	ENSG00000242735.1	ENST00000442699.1	0.8299882598804061	Transcript					
ALL	ENSG00000267500.1	ENST00000431363.1	0.0899993468124429	Transcript					
ALL	ENSG00000244229.1	ENST00000481064.1	0.25999607209761366	Transcript					
ALL	ENSG00000248936.1	ENST00000503034.1	1.460044378545676	Transcript					
ALL	ENSG00000170860.3	ENST00000306024.3	7.970216980708337	Transcript					
ALL	ENSG00000170860.3	ENST00000306024.3	7.970216980708337	Pfam	PF01423	1	75	22	97
ALL	ENSG00000106351.12	ENST00000300176.8	0.6599898393063933	Transcript					
ALL	ENSG00000106351.12	ENST00000300176.8	0.6599898393063933	Pfam	PF01412	1	106	39	145
ALL	ENSG00000226137.5	ENST00000577066.2	0.930030283491994	Transcript					
ALL	ENSG00000254858.9	ENST00000599612.2	1.7800154109612603	Transcript					
ALL	ENSG00000254858.9	ENST00000599612.2	1.7800154109612603	Pfam	PF04117	1	65	122	187
ALL	ENSG00000158517.13	ENST00000289473.8	10.53021509883476	Transcript					
ALL	ENSG00000158517.13	ENST00000289473.8	10.53021509883476	Pfam	PF00018	1	45	162	207
ALL	ENSG00000158517.13	ENST00000289473.8	10.53021509883476	Pfam	PF00018	1	45	232	277
ALL	ENSG00000158517.13	ENST00000289473.8	10.53021509883476	Pfam	PF00787	1	114	6	120
ALL	ENSG00000158517.13	ENST00000289473.8	10.53021509883476	Pfam	PF08944	1	58	331	389
ALL	ENSG00000275481.1	ENST00000621248.1	0.0800019247705772	Transcript					
ALL	ENSG00000244567.1	ENST00000343987.2	2.3399595402762197	Transcript					
ALL	ENSG00000108960.7	ENST00000262065.7	5.789949837759516	Transcript					
ALL	ENSG00000108960.7	ENST00000262065.7	5.789949837759516	Pfam	PF03006	1	196	24	220
ALL	ENSG00000168310.10	ENST00000393593.7	8.70011327366008	Transcript					
ALL	ENSG00000168310.10	ENST00000393593.7	8.70011327366008	Pfam	PF00605	1	108	5	113
ALL	ENSG00000168310.10	ENST00000393593.7	8.70011327366008	Prosite	PS00601	1	33	26	59
ALL	ENSG00000185163.9	ENST00000397333.3	5.200039519038789	Transcript					
ALL	ENSG00000185163.9	ENST00000397333.3	5.200039519038789	Pfam	PF00271	1	71	529	600
ALL	ENSG00000185163.9	ENST00000397333.3	5.200039519038789	Pfam	PF00270	1	218	223	441
ALL	ENSG00000185163.9	ENST00000397333.3	5.200039519038789	Prosite	PS00039	1	8	369	377
ALL	ENSG00000260350.1	ENST00000567942.1	0.45000020676198665	Transcript					
ALL	ENSG00000182150.15	ENST00000288985.11	0.8000143535812515	Transcript					
