Experiment	GeneId	Control_transcript	Case_transcript	Other_gene	Other_symbol	Other_transcript	What	#nDDIs	#tDDIs	#BothDDIs	nDDIs	tDDIs	BothDDIs
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000112715.21	VEGFA	ENST00000417285.6	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000099250.17	NRP1	ENST00000374821.9	Lost_in_cases	3	0	0	PF14554@PF00754;PF00341@PF00754;PF00341@PF00431		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000102755.11	FLT1	ENST00000615840.4	Lost_in_cases	3	0	0	PF00341@PF00047;PF00341@PF07679;PF00341@PF13927		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000099250.17	NRP1	ENST00000374875.5	Lost_in_cases	3	0	0	PF14554@PF00754;PF00341@PF00754;PF00341@PF00431		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000112715.21	VEGFA	ENST00000621747.5	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000119630.13	PGF	ENST00000555567.5	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000099250.17	NRP1	ENST00000374867.6	Lost_in_cases	3	0	0	PF14554@PF00754;PF00341@PF00754;PF00341@PF00431		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000099250.17	NRP1	ENST00000374822.8	Lost_in_cases	3	0	0	PF14554@PF00754;PF00341@PF00754;PF00341@PF00431		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000112715.21	VEGFA	ENST00000523125.5	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000112715.21	VEGFA	ENST00000425836.6	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000119630.13	PGF	ENST00000238607.10	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000112715.21	VEGFA	ENST00000523950.5	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000119630.13	PGF	ENST00000553716.5	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000099250.17	NRP1	ENST00000374816.7	Lost_in_cases	3	0	0	PF14554@PF00754;PF00341@PF00754;PF00341@PF00431		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000099250.17	NRP1	ENST00000374823.9	Lost_in_cases	3	0	0	PF14554@PF00754;PF00341@PF00754;PF00341@PF00431		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000112715.21	VEGFA	ENST00000520948.5	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000112715.21	VEGFA	ENST00000230480.10	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000102755.11	FLT1	ENST00000282397.8	Lost_in_cases	3	0	0	PF00341@PF00047;PF00341@PF07679;PF00341@PF13927		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000112715.21	VEGFA	ENST00000518689.5	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000112715.21	VEGFA	ENST00000611736.5	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000112715.21	VEGFA	ENST00000640653.1	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000112715.21	VEGFA	ENST00000523873.5	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000173511.9	VEGFB	ENST00000426086.2	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000112715.21	VEGFA	ENST00000617771.5	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000112715.21	ENST00000230480.10	ENST00000512683.1	ENSG00000112715.21	VEGFA	ENST00000372067.7	Lost_in_cases	1	0	0	PF00341@PF00341		
ALL	ENSG00000152894.14	ENST00000368205.7	ENST00000368215.7	ENSG00000168036.16	CTNNB1	ENST00000396183.7	Gained_in_cases	0	1	0		PF00102@PF00514	
ALL	ENSG00000152894.14	ENST00000368205.7	ENST00000368215.7	ENSG00000168036.16	CTNNB1	ENST00000453024.5	Gained_in_cases	0	1	0		PF00102@PF00514	
ALL	ENSG00000152894.14	ENST00000368205.7	ENST00000368215.7	ENSG00000173801.16	JUP	ENST00000310706.9	Gained_in_cases	0	1	0		PF00102@PF00514	
ALL	ENSG00000152894.14	ENST00000368205.7	ENST00000368215.7	ENSG00000168036.16	CTNNB1	ENST00000405570.5	Gained_in_cases	0	1	0		PF00102@PF00514	
ALL	ENSG00000152894.14	ENST00000368205.7	ENST00000368215.7	ENSG00000168036.16	CTNNB1	ENST00000349496.9	Gained_in_cases	0	1	0		PF00102@PF00514	
ALL	ENSG00000055208.18	ENST00000461481.5	ENST00000470466.5	ENSG00000184216.13	IRAK1	ENST00000369974.6	Gained_in_cases	0	1	0		PF02845@PF00069	
ALL	ENSG00000055208.18	ENST00000461481.5	ENST00000470466.5	ENSG00000142178.7	SIK1	ENST00000270162.6	Gained_in_cases	0	1	0		PF02845@PF00069	
ALL	ENSG00000055208.18	ENST00000461481.5	ENST00000470466.5	ENSG00000157625.15	TAB3	ENST00000378930.7	Gained_in_cases	0	1	0		PF02845@PF02845	
ALL	ENSG00000055208.18	ENST00000461481.5	ENST00000470466.5	ENSG00000055208.18	TAB2	ENST00000637181.1	Gained_in_cases	0	1	0		PF02845@PF02845	
ALL	ENSG00000055208.18	ENST00000461481.5	ENST00000470466.5	ENSG00000150991.14	UBC	ENST00000339647.5	Gained_in_cases	0	1	0		PF02845@PF00240	
ALL	ENSG00000055208.18	ENST00000461481.5	ENST00000470466.5	ENSG00000160584.15	SIK3	ENST00000446921.6	Gained_in_cases	0	1	0		PF02845@PF00069	
ALL	ENSG00000055208.18	ENST00000461481.5	ENST00000470466.5	ENSG00000127191.17	TRAF2	ENST00000247668.6	Gained_in_cases	0	1	0		PF02845@PF00097	
ALL	ENSG00000055208.18	ENST00000461481.5	ENST00000470466.5	ENSG00000184216.13	IRAK1	ENST00000393687.6	Gained_in_cases	0	1	0		PF02845@PF00069	
ALL	ENSG00000055208.18	ENST00000461481.5	ENST00000470466.5	ENSG00000160584.15	SIK3	ENST00000375300.5	Gained_in_cases	0	1	0		PF02845@PF00069	
ALL	ENSG00000055208.18	ENST00000461481.5	ENST00000470466.5	ENSG00000087095.12	NLK	ENST00000407008.7	Gained_in_cases	0	1	0		PF02845@PF00069	
ALL	ENSG00000055208.18	ENST00000461481.5	ENST00000470466.5	ENSG00000184216.13	IRAK1	ENST00000369980.7	Gained_in_cases	0	1	0		PF02845@PF00069	
ALL	ENSG00000055208.18	ENST00000461481.5	ENST00000470466.5	ENSG00000055208.18	TAB2	ENST00000470466.5	Gained_in_cases	0	1	0		PF02845@PF02845	
ALL	ENSG00000055208.18	ENST00000461481.5	ENST00000470466.5	ENSG00000157625.15	TAB3	ENST00000378932.6	Gained_in_cases	0	1	0		PF02845@PF02845	
ALL	ENSG00000105991.7	ENST00000343060.4	ENST00000355633.5	ENSG00000105991.7	HOXA1	ENST00000343060.4	Lost_in_cases	1	0	0	PF00046@PF00046		
ALL	ENSG00000106069.21	ENST00000491856.1	ENST00000222792.10	ENSG00000136238.17	RAC1	ENST00000348035.8	Gained_in_cases	0	3	0		PF00620@PF00071;PF00130@PF00071;PF00017@PF00071	
ALL	ENSG00000106069.21	ENST00000491856.1	ENST00000222792.10	ENSG00000136238.17	RAC1	ENST00000356142.4	Gained_in_cases	0	3	0		PF00620@PF00071;PF00130@PF00071;PF00017@PF00071	
ALL	ENSG00000155849.15	ENST00000448602.5	ENST00000442504.5	ENSG00000147459.17	DOCK5	ENST00000276440.11	Unaffected	0	0	1			PF16457@PF16172
ALL	ENSG00000155849.15	ENST00000448602.5	ENST00000442504.5	ENSG00000088538.12	DOCK3	ENST00000266037.9	Unaffected	0	0	1			PF16457@PF16172
ALL	ENSG00000155849.15	ENST00000448602.5	ENST00000442504.5	ENSG00000147459.17	DOCK5	ENST00000481100.5	Unaffected	0	0	1			PF16457@PF16172
ALL	ENSG00000155849.15	ENST00000448602.5	ENST00000442504.5	ENSG00000128512.20	DOCK4	ENST00000437633.5	Unaffected	0	0	1			PF16457@PF16172
ALL	ENSG00000155849.15	ENST00000448602.5	ENST00000442504.5	ENSG00000150760.12	DOCK1	ENST00000280333.9	Unaffected	0	0	1			PF16457@PF16172
ALL	ENSG00000155849.15	ENST00000448602.5	ENST00000442504.5	ENSG00000150760.12	DOCK1	ENST00000623213.1	Unaffected	0	0	1			PF16457@PF16172
ALL	ENSG00000008277.14	ENST00000398209.7	ENST00000398204.8	ENSG00000108231.12	LGI1	ENST00000630047.2	Unaffected	0	0	3			PF01421@PF13855;PF01421@PF03736;PF07974@PF03736
ALL	ENSG00000008277.14	ENST00000398209.7	ENST00000398204.8	ENSG00000108231.12	LGI1	ENST00000371418.8	Unaffected	0	0	3			PF01421@PF13855;PF01421@PF03736;PF07974@PF03736
ALL	ENSG00000008277.14	ENST00000398209.7	ENST00000398204.8	ENSG00000108231.12	LGI1	ENST00000630184.2	Unaffected	0	0	1			PF01421@PF13855
ALL	ENSG00000008277.14	ENST00000398209.7	ENST00000398204.8	ENSG00000108231.12	LGI1	ENST00000371413.4	Unaffected	0	0	3			PF01421@PF13855;PF01421@PF03736;PF07974@PF03736
ALL	ENSG00000105851.10	ENST00000440650.6	ENST00000496166.5	ENSG00000171608.15	PIK3CD	ENST00000361110.6	Unaffected	0	0	14			PF00792@PF00794;PF00454@PF00454;PF00454@PF00613;PF00794@PF00794;PF00613@PF00454;PF00613@PF00794;PF00794@PF00792;PF00792@PF00613;PF00792@PF00454;PF00613@PF00792;PF00454@PF00794;PF00794@PF00454;PF00454@PF00792;PF00794@PF00613
ALL	ENSG00000105851.10	ENST00000440650.6	ENST00000496166.5	ENSG00000254087.7	LYN	ENST00000520220.6	Unaffected	0	0	3			PF00454@PF00017;PF00613@PF00017;PF00792@PF00017
ALL	ENSG00000105851.10	ENST00000440650.6	ENST00000496166.5	ENSG00000133703.11	KRAS	ENST00000256078.8	Unaffected	0	0	2			PF00794@PF00071;PF00454@PF00071
ALL	ENSG00000105851.10	ENST00000440650.6	ENST00000496166.5	ENSG00000186716.20	BCR	ENST00000305877.12	Unaffected	0	0	4			PF00792@PF00168;PF00454@PF00168;PF00794@PF00168;PF00613@PF00168
ALL	ENSG00000105851.10	ENST00000440650.6	ENST00000496166.5	ENSG00000133703.11	KRAS	ENST00000556131.1	Unaffected	0	0	2			PF00794@PF00071;PF00454@PF00071
ALL	ENSG00000105851.10	ENST00000440650.6	ENST00000496166.5	ENSG00000171608.15	PIK3CD	ENST00000377346.8	Unaffected	0	0	14			PF00792@PF00794;PF00454@PF00454;PF00454@PF00613;PF00794@PF00794;PF00613@PF00454;PF00613@PF00794;PF00794@PF00792;PF00792@PF00613;PF00792@PF00454;PF00613@PF00792;PF00454@PF00794;PF00794@PF00454;PF00454@PF00792;PF00794@PF00613
ALL	ENSG00000105851.10	ENST00000440650.6	ENST00000496166.5	ENSG00000179295.17	PTPN11	ENST00000351677.6	Unaffected	0	0	3			PF00454@PF00017;PF00613@PF00017;PF00792@PF00017
ALL	ENSG00000105851.10	ENST00000440650.6	ENST00000496166.5	ENSG00000254087.7	LYN	ENST00000519728.5	Unaffected	0	0	3			PF00454@PF00017;PF00613@PF00017;PF00792@PF00017
ALL	ENSG00000105851.10	ENST00000440650.6	ENST00000496166.5	ENSG00000179295.17	PTPN11	ENST00000392597.5	Unaffected	0	0	3			PF00454@PF00017;PF00613@PF00017;PF00792@PF00017
ALL	ENSG00000105851.10	ENST00000440650.6	ENST00000496166.5	ENSG00000133703.11	KRAS	ENST00000311936.7	Unaffected	0	0	2			PF00794@PF00071;PF00454@PF00071
ALL	ENSG00000128524.4	ENST00000249289.4	ENST00000492758.1	ENSG00000047249.17	ATP6V1H	ENST00000396774.6	Unaffected	0	0	1			PF01990@PF03224
ALL	ENSG00000128524.4	ENST00000249289.4	ENST00000492758.1	ENSG00000047249.17	ATP6V1H	ENST00000355221.7	Unaffected	0	0	1			PF01990@PF03224
ALL	ENSG00000128524.4	ENST00000249289.4	ENST00000492758.1	ENSG00000100554.11	ATP6V1D	ENST00000216442.11	Unaffected	0	0	1			PF01990@PF01813
ALL	ENSG00000128524.4	ENST00000249289.4	ENST00000492758.1	ENSG00000047249.17	ATP6V1H	ENST00000359530.6	Unaffected	0	0	1			PF01990@PF03224
ALL	ENSG00000128524.4	ENST00000249289.4	ENST00000492758.1	ENSG00000100554.11	ATP6V1D	ENST00000556058.5	Unaffected	0	0	1			PF01990@PF01813
ALL	ENSG00000128524.4	ENST00000249289.4	ENST00000492758.1	ENSG00000131100.12	ATP6V1E1	ENST00000253413.9	Unaffected	0	0	1			PF01990@PF01991
ALL	ENSG00000128524.4	ENST00000249289.4	ENST00000492758.1	ENSG00000131100.12	ATP6V1E1	ENST00000399798.6	Unaffected	0	0	1			PF01990@PF01991
ALL	ENSG00000128524.4	ENST00000249289.4	ENST00000492758.1	ENSG00000047249.17	ATP6V1H	ENST00000520188.5	Unaffected	0	0	1			PF01990@PF03224
ALL	ENSG00000128524.4	ENST00000249289.4	ENST00000492758.1	ENSG00000131100.12	ATP6V1E1	ENST00000399796.6	Unaffected	0	0	1			PF01990@PF01991
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000072110.13	ACTN1	ENST00000538545.6	Lost_in_cases	1	0	0	PF00412@PF00307		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000135269.17	TES	ENST00000393481.6	Lost_in_cases	1	0	0	PF00412@PF00412		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000072110.13	ACTN1	ENST00000438964.6	Lost_in_cases	1	0	0	PF00412@PF00307		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000002834.17	LASP1	ENST00000585841.5	Lost_in_cases	1	0	0	PF00412@PF00412		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000078114.18	NEBL	ENST00000417816.2	Lost_in_cases	2	0	0	PF00412@PF00880;PF00412@PF00412		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000072110.13	ACTN1	ENST00000376839.7	Lost_in_cases	1	0	0	PF00412@PF00307		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000154380.17	ENAH	ENST00000366844.7	Lost_in_cases	1	0	0	PF00412@PF00568		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000002834.17	LASP1	ENST00000433206.6	Lost_in_cases	1	0	0	PF00412@PF00880		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000131023.12	LATS1	ENST00000253339.9	Lost_in_cases	1	0	0	PF00412@PF00069		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000072110.13	ACTN1	ENST00000394419.8	Lost_in_cases	1	0	0	PF00412@PF00307		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000125753.13	VASP	ENST00000245932.10	Lost_in_cases	1	0	0	PF00412@PF00568		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000131023.12	LATS1	ENST00000543571.5	Lost_in_cases	1	0	0	PF00412@PF00069		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000135269.17	TES	ENST00000358204.8	Lost_in_cases	1	0	0	PF00412@PF00412		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000078114.18	NEBL	ENST00000377122.8	Lost_in_cases	1	0	0	PF00412@PF00880		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000002834.17	LASP1	ENST00000443937.7	Lost_in_cases	1	0	0	PF00412@PF00412		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000154380.17	ENAH	ENST00000366843.6	Lost_in_cases	1	0	0	PF00412@PF00568		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000002834.17	LASP1	ENST00000318008.10	Lost_in_cases	2	0	0	PF00412@PF00880;PF00412@PF00412		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000072110.13	ACTN1	ENST00000193403.10	Lost_in_cases	1	0	0	PF00412@PF00307		
ALL	ENSG00000159840.15	ENST00000392910.6	ENST00000497119.1	ENSG00000002834.17	LASP1	ENST00000435347.7	Lost_in_cases	2	0	0	PF00412@PF00880;PF00412@PF00412		
ALL	ENSG00000155660.10	ENST00000286091.8	ENST00000466592.1	ENSG00000185624.14	P4HB	ENST00000331483.8	Lost_in_cases	4	0	0	PF13848@PF00085;PF13848@PF13848;PF00085@PF00085;PF00085@PF13848		
ALL	ENSG00000147416.10	ENST00000276390.6	ENST00000523482.5	ENSG00000116039.11	ATP6V1B1	ENST00000234396.8	Lost_in_cases	4	0	0	PF02874@PF02874;PF00006@PF02874;PF02874@PF00006;PF00006@PF00006		
ALL	ENSG00000147416.10	ENST00000276390.6	ENST00000523482.5	ENSG00000100554.11	ATP6V1D	ENST00000216442.11	Lost_in_cases	1	0	0	PF00006@PF01813		
ALL	ENSG00000147416.10	ENST00000276390.6	ENST00000523482.5	ENSG00000110955.8	ATP5B	ENST00000262030.7	Lost_in_cases	4	0	0	PF02874@PF02874;PF00006@PF02874;PF02874@PF00006;PF00006@PF00006		
ALL	ENSG00000147416.10	ENST00000276390.6	ENST00000523482.5	ENSG00000100554.11	ATP6V1D	ENST00000556058.5	Lost_in_cases	1	0	0	PF00006@PF01813		
ALL	ENSG00000147416.10	ENST00000276390.6	ENST00000523482.5	ENSG00000131100.12	ATP6V1E1	ENST00000253413.9	Lost_in_cases	2	0	0	PF02874@PF01991;PF00006@PF01991		
ALL	ENSG00000147416.10	ENST00000276390.6	ENST00000523482.5	ENSG00000131100.12	ATP6V1E1	ENST00000399798.6	Lost_in_cases	2	0	0	PF02874@PF01991;PF00006@PF01991		
ALL	ENSG00000147416.10	ENST00000276390.6	ENST00000523482.5	ENSG00000143882.10	ATP6V1C2	ENST00000381661.3	Lost_in_cases	2	0	0	PF02874@PF03223;PF00006@PF03223		
ALL	ENSG00000147416.10	ENST00000276390.6	ENST00000523482.5	ENSG00000131100.12	ATP6V1E1	ENST00000399796.6	Lost_in_cases	2	0	0	PF02874@PF01991;PF00006@PF01991		
ALL	ENSG00000120913.23	ENST00000409141.5	ENST00000614502.4	ENSG00000075975.15	MKRN2	ENST00000411987.5	Lost_in_cases	1	0	0	PF00595@PF00097		
ALL	ENSG00000120913.23	ENST00000409141.5	ENST00000614502.4	ENSG00000075975.15	MKRN2	ENST00000170447.11	Lost_in_cases	1	0	0	PF00595@PF00097		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000075711.20	DLG1	ENST00000357674.8	Lost_in_cases	2	0	0	PF00498@PF00595;PF12423@PF00625		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000072518.20	MARK2	ENST00000509502.6	Lost_in_cases	2	0	0	PF00225@PF00069;PF00498@PF00069		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000072518.20	MARK2	ENST00000350490.11	Lost_in_cases	2	0	0	PF00225@PF00069;PF00498@PF00069		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000075711.20	DLG1	ENST00000448528.6	Lost_in_cases	2	0	0	PF00498@PF00595;PF12423@PF00625		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000072518.20	MARK2	ENST00000402010.6	Lost_in_cases	2	0	0	PF00225@PF00069;PF00498@PF00069		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000075711.20	DLG1	ENST00000443183.5	Lost_in_cases	2	0	0	PF00498@PF00595;PF12423@PF00625		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000072518.20	MARK2	ENST00000408948.7	Lost_in_cases	2	0	0	PF00225@PF00069;PF00498@PF00069		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000072518.20	MARK2	ENST00000425897.2	Lost_in_cases	2	0	0	PF00225@PF00069;PF00498@PF00069		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000075711.20	DLG1	ENST00000346964.6	Lost_in_cases	2	0	0	PF00498@PF00595;PF12423@PF00625		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000072518.20	MARK2	ENST00000513765.6	Lost_in_cases	2	0	0	PF00225@PF00069;PF00498@PF00069		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000075711.20	DLG1	ENST00000452595.5	Lost_in_cases	2	0	0	PF00498@PF00595;PF12423@PF00625		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000075711.20	DLG1	ENST00000392381.7	Lost_in_cases	1	0	0	PF00498@PF00595		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000072518.20	MARK2	ENST00000361128.9	Lost_in_cases	2	0	0	PF00225@PF00069;PF00498@PF00069		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000075711.20	DLG1	ENST00000419354.5	Lost_in_cases	2	0	0	PF00498@PF00595;PF12423@PF00625		
ALL	ENSG00000197892.12	ENST00000524189.5	ENST00000522846.1	ENSG00000075711.20	DLG1	ENST00000419227.5	Lost_in_cases	1	0	0	PF00498@PF00595		
ALL	ENSG00000147526.19	ENST00000519416.5	ENST00000520611.1	ENSG00000138162.18	TACC2	ENST00000515273.5	Unaffected	0	0	1			PF05010@PF05010
ALL	ENSG00000147526.19	ENST00000519416.5	ENST00000520611.1	ENSG00000138162.18	TACC2	ENST00000360561.7	Unaffected	0	0	1			PF05010@PF05010
ALL	ENSG00000147526.19	ENST00000519416.5	ENST00000520611.1	ENSG00000138162.18	TACC2	ENST00000515603.5	Unaffected	0	0	1			PF05010@PF05010
ALL	ENSG00000147526.19	ENST00000519416.5	ENST00000520611.1	ENSG00000138162.18	TACC2	ENST00000369001.5	Unaffected	0	0	1			PF05010@PF05010
ALL	ENSG00000147526.19	ENST00000519416.5	ENST00000520611.1	ENSG00000138162.18	TACC2	ENST00000513429.5	Unaffected	0	0	1			PF05010@PF05010
ALL	ENSG00000147526.19	ENST00000519416.5	ENST00000520611.1	ENSG00000138162.18	TACC2	ENST00000369004.7	Unaffected	0	0	1			PF05010@PF05010
ALL	ENSG00000147526.19	ENST00000519416.5	ENST00000520611.1	ENSG00000138162.18	TACC2	ENST00000369000.5	Unaffected	0	0	1			PF05010@PF05010
ALL	ENSG00000147526.19	ENST00000519416.5	ENST00000520611.1	ENSG00000138162.18	TACC2	ENST00000260733.7	Unaffected	0	0	1			PF05010@PF05010
ALL	ENSG00000147526.19	ENST00000519416.5	ENST00000520611.1	ENSG00000138162.18	TACC2	ENST00000369005.5	Unaffected	0	0	1			PF05010@PF05010
ALL	ENSG00000029534.19	ENST00000524227.5	ENST00000347528.8	ENSG00000163554.12	SPTA1	ENST00000368147.8	Gained_in_cases	0	4	0		PF12796@PF00018;PF00791@PF00018;PF00791@PF00435;PF00023@PF00018	
ALL	ENSG00000029534.19	ENST00000524227.5	ENST00000347528.8	ENSG00000154358.20	OBSCN	ENST00000284548.15	Gained_in_cases	0	4	0		PF00023@PF07679;PF12796@PF07679;PF00023@PF00612;PF00531@PF07679	
ALL	ENSG00000078668.13	ENST00000518495.5	ENST00000519072.5	ENSG00000213585.10	VDAC1	ENST00000265333.7	Lost_in_cases	1	0	0	PF01459@PF01459		
ALL	ENSG00000078668.13	ENST00000518495.5	ENST00000519072.5	ENSG00000213585.10	VDAC1	ENST00000395044.7	Lost_in_cases	1	0	0	PF01459@PF01459		
ALL	ENSG00000066777.8	ENST00000262215.7	ENST00000522878.5	ENSG00000124198.8	ARFGEF2	ENST00000371917.4	Lost_in_cases	4	0	0	PF16213@PF12783;PF12783@PF12783;PF01369@PF01369;PF12783@PF16213		
ALL	ENSG00000154188.9	ENST00000520734.5	ENST00000518386.5	ENSG00000120156.20	TEK	ENST00000380036.8	Lost_in_cases	1	0	0	PF00147@PF00041		
ALL	ENSG00000154188.9	ENST00000520734.5	ENST00000518386.5	ENSG00000120156.20	TEK	ENST00000519097.5	Lost_in_cases	1	0	0	PF00147@PF00041		
ALL	ENSG00000154188.9	ENST00000520734.5	ENST00000518386.5	ENSG00000120156.20	TEK	ENST00000406359.8	Lost_in_cases	1	0	0	PF00147@PF00041		
ALL	ENSG00000147655.10	ENST00000276659.9	ENST00000517939.5	ENSG00000205213.13	LGR4	ENST00000379214.8	Unaffected	0	0	1			PF15913@PF13855
ALL	ENSG00000147655.10	ENST00000276659.9	ENST00000517939.5	ENSG00000205213.13	LGR4	ENST00000480977.2	Unaffected	0	0	1			PF15913@PF13855
ALL	ENSG00000147655.10	ENST00000276659.9	ENST00000517939.5	ENSG00000205213.13	LGR4	ENST00000389858.4	Unaffected	0	0	1			PF15913@PF13855
ALL	ENSG00000104408.9	ENST00000220849.9	ENST00000521614.5	ENSG00000106263.17	EIF3B	ENST00000397011.2	Lost_in_cases	1	0	0	PF01399@PF00076		
ALL	ENSG00000104408.9	ENST00000220849.9	ENST00000521614.5	ENSG00000178982.9	EIF3K	ENST00000545173.6	Lost_in_cases	1	0	0	PF01399@PF10075		
ALL	ENSG00000104408.9	ENST00000220849.9	ENST00000521614.5	ENSG00000104131.12	EIF3J	ENST00000261868.9	Lost_in_cases	1	0	0	PF01399@PF08597		
ALL	ENSG00000104408.9	ENST00000220849.9	ENST00000521614.5	ENSG00000175390.13	EIF3F	ENST00000309828.4	Lost_in_cases	2	0	0	PF01399@PF13012;PF01399@PF01398		
ALL	ENSG00000104408.9	ENST00000220849.9	ENST00000521614.5	ENSG00000184110.14	EIF3C	ENST00000566501.5	Lost_in_cases	4	0	0	PF09440@PF01399;PF09440@PF05470;PF01399@PF05470;PF01399@PF01399		
ALL	ENSG00000104408.9	ENST00000220849.9	ENST00000521614.5	ENSG00000184110.14	EIF3C	ENST00000566866.5	Lost_in_cases	4	0	0	PF09440@PF01399;PF09440@PF05470;PF01399@PF05470;PF01399@PF01399		
ALL	ENSG00000104408.9	ENST00000220849.9	ENST00000521614.5	ENSG00000149100.12	EIF3M	ENST00000531120.5	Lost_in_cases	2	0	0	PF09440@PF01399;PF01399@PF01399		
